,Unnamed: 0,id,job title,company,location,applicants,days ago,body,seniority level,employment type,function,industry,links,keywords_job,keywords_loc
336,336,336,Computer Room Operator,Worldline Global,"Zaventem, Flemish Region, Belgium",Be among the first 25 applicants,4,"Worldline [Euronext: WLN] is the European leader in the payments and transactional services industry. Worldline delivers new generation services, enabling its customers to offer smooth and innovative solutions to the end consumer. Key actor for B2B2C industries in 20 countries, with over 40 years of experience, Worldline supports and contributes to the success of all businesses and administrative services in a perpetually evolving market.

Worldline offers a unique and flexible business model built around a global and growing portfolio, thus enabling end-to-end support. Worldline activities are organized around three axes: Merchant Services & Terminals, Mobility & e-Transactional Services, Financial Processing & Software Licensing. Worldline employs more than 8,600 people worldwide and generated 1.22 billion euros revenues in 2015. Worldline is an Atos company.

As Computer Room Operator you will be member of the Computer Room Team. The Computer Room team is managing the physical IT environment (typically a Data Centre or computer room and recovery sites together with all the power and cooling equipment).



:






















Our success comes from strong skills, new ideas, diverse points of view and the energy of all women and men from Worldline. Not only do they represent our Human Capital, they are also key players in our success. We make managing our talents a major asset in the success of our business.
But, at Worldline, we do more than just managing our talents. It is our top priority to involve them, inspire them, and develop them. In line with our guiding principle “Build your career and grow with us”, it is our mission to ensure that their potential can grow and flourish through the numerous development programs and career opportunities we offer.


If you wish to apply for this position, please click below to complete our online application form and attach your CV in either Word, rtf or text format.
Atos does not discriminate on the basis of race, religion, colour, sex, age, disability or sexual orientation. All recruitment decisions are based solely on qualifications, skills, knowledge and experience and relevant business requirements.
We are committed to making reasonable adjustments to the applications process for people with disabilities.

Database, Data Center, Systems Engineer, Data Warehouse, Shipping and Receiving, Technology, Engineering, Operations",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/computer-room-operator-at-worldline-global-1704691854?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=12&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,computer room operator,"zaventem, flemish region, belgium"
337,337,337,Job | Young Professional – Innovation & Technology Traineeship | Brussel,Belfius,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,4,"Wat houdt de job in?

Je hebt een diploma STEM (Sciences, Technology, Engineering, Mathematics) en je bent klaar om de uitdagingen van de nieuwe technologie in het bankwezen te exploreren?

Welkom bij de Innovatie & Technology Traineeship van Belfius!

Deze stage biedt je een unieke kans om mee te bouwen aan de bank-verzekering van morgen en samen met ons de strijd aan te gaan van de digitale transformatie in een omgeving die inzet op de ontwikkeling van haar talenten.

Concreet: we begeleiden je in je persoonlijke en professionele ontwikkeling doorheen een compleet programma van in totaal 24 maanden rond 4 projecten van 6 maanden.

De voordelen voor jou?


Klaar voor de uitdaging?

Dit is een voorbeeld van een mogelijk traject:

Project 1 : Automated &Intelligent Selfcare & Messaging – Creatie en ontwikkeling van een chatbotoplossing voor de ""frequently asked questions"" over kredietkaarten

Project 2 : Robotics Business Analyst – Analyse van business requirements en identificatie van opportuniteiten om roboticaoplossingen te ontwikkelen in de bank

Project 3 : Smart Mobility – haalbaarheidsstudie naar de invoering van geïntegreerde-mobiliteitsdiensten

Project 4 : Transaction Banking as a Service – Beschrijving van de requirements en screening van de markt

Mogelijke functies na de stage:



Profiel",Associate,Full-time,Health Care Provider,Financial Services,https://be.linkedin.com/jobs/view/job-young-professional-%E2%80%93-innovation-technology-traineeship-brussel-at-belfius-1891511550?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=13&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,job | young professional – innovation & technology traineeship | brussel,"brussels, brussels region, belgium"
338,338,338,Signal Processing Research Engineer,Flanders Make,"Louvain, Flemish Region, Belgium",Be among the first 25 applicants,4," You develop advanced signal processing strategies for the design of intelligent and interconnected machines, vehicles, robots and drones.
 Flanders Make is working on breakthrough technologies for manufacturing companies to make their systems more autonomous and efficient. Additional sensors can provide data to predict current and future needs for operation and maintenance. In one of the research projects, for example, Flanders Make researchers participate in an international consortium on model-based detection and prediction of corrosion on off-shore wind turbines using image processing via drones.",Mid-Senior level,Full-time,Engineering,Research,https://be.linkedin.com/jobs/view/signal-processing-research-engineer-at-flanders-make-1884437077?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=14&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,signal processing research engineer,"louvain, flemish region, belgium"
339,339,339,Presales Consultant SAP Managed Cloud Service,NTT Ltd.,"Diegem, Flemish Region, Belgium",Be among the first 25 applicants,4,"In a constantly changing world, we work together with our people, clients and communities to enable them to fulfill their potential to do great things. We believe that by bringing everyone together, we can solve problems using innovative technology that can create a world that is sustainable and secure. At NTT, we encourage you to remain continuously curious, as that is what keeps you fast, flexible and relevant. No two days will be the same but that is what will help you grow and realize your full potential.

The power is in your hands to do great things. It’s time to lead the change, be the authentic you, to solve difficult challenges, to set the pace of change and to unleash your potential.


The primary responsibility of the Client Partner is to promote complex and integrated solutions and services (e.g. Managed Services) to drive expansion within assigned accounts in segments 1 and 2. They demonstrate Dimension Data’s capability and experience in the relevant specialist area –resulting in the creation of more depth in current client accounts and identifying opportunities for new accounts.

They have a broad level of knowledge across multiple different solutions areas and will be required to generate demand by assisting clients to identify and qualify current needs and effectively articulate how Dimension Data can add value through its services and solutions offerings. The Client Partner displays an excellent level of industry knowledge, combined with commercial acumen, business strategy skills, and knowledge of sourcing models and market trends as well as in-depth understanding of the client’s business.














Identifies clients and buyers with problem the majority of Dimension Data solutions can solve. Understands the conditions where clients are open or ready to solve the problem with you and actively creates needs into Dimension Data opportunities to meet pipeline targets in SFDC. Highlights sales process plan risk areas throughout the entire sales process for on-going monitoring during execution. Works with Dimension Data resources to help execute and advance the sales process. Can clearly communicate goals to the client and create detailed strategic opportunity plans. Acts as a trusted advisor and can effectively create complex ROI-impactful solutions (e.g. spanning multiple solutions, Managed Services). Presents and manages expectations on how results will be tracked and followed-up on. Able to create solutions together with C-Suite buyers. Works with clients to solve potential negotiation issues and creates best-in-class proposals that anticipate all questions the client may have. Educates client on the value of solutions vs. price. Independently negotiates all Dimension Data solution opportunities, including complex services solutions. Becomes recognised internally as a “go-to-resource” regarding negotiation and helps others in complex negotiations. Has ability to negotiate with all relevant decision-makers, including C-suite. Can present solutions and close deals with little internal Dimension Data help. Understands right time to close by identifying buying signals. Identifies areas for improvement in closing deals. Proactively pursues training and development. Understands and states expectations of all of the roles involved in the opportunity and how they work together in the sales process. Holds internal planning sessions before each client visit.



Builds strong business relationships with clients to understand business needs, business environment and challenges. Can show strong relationships with 1-2 LOB buyers at each client.



Independently matches solutions to customer value areas and can have detailed discussions with stakeholders on all value propositions. Can confidently demonstrate cross-brand value propositions to the client. Becomes recognised internally as a “go-to-resource” for value propositions and helps in regular value proposition refinement. Proactively researches weaknesses of/points of differentiation between Dimension Data and competitive product offerings and shares this knowledge with colleagues. Uses specific case studies to discuss the value of Dimension Data offerings. Shows knowledge of vertical use cases and seeks out new/updated information about changes in the industry that may affect Dimension Data’s value proposition through proactive industry research. Shows advanced understanding of changes in technology and can answer questions in the moment about new developments. Fully understands the characteristics of an opportunity with managed services potential. Can successfully re-engineer a client's vision to include Dimension Data services offerings. Creates services opportunities by building business cases to present to C-level buyers. Applies own Dimension Data use cases across all verticals and solutions to help explain successful use of Dimension Data solutions in similar client cases. Brought in by others to help tell use case stories when needed.



Increases internal network to include strong relationships with other Dimension Data teams and some other internal business functions (accounting, marketing, sales leadership, etc.). Can differentiate between the characteristics of effective and dysfunctional teams. Identifies when team is not working well and creates a documented plan with clear items to steer the team back in the right direction. Has strong working relationships with partners to provide support to clients. Understands how to identify the correct partners and how to use partner resources to increase Dimension Data sales volume through vendors.



Understands and works toward most critical success factors for a healthy pipeline (e.g. win rate, client buying process). Holds at least bi-weekly opportunity pipeline review meetings with his/her manager. Proactively builds and executes gap plans if pipeline predicts low sales target achievement. Has the ability to recognise opportunities for commercial differentiation based on previous experience and can create commercial architecture business. Independently creates complex, innovative commercial architecture models. Implements good transition management and can quantify solutions at the start. Becomes recognised internally as a “go-to-resource” and helps others when building complex solutions. Has an astute legal understanding of contracting to better leverage contracts for execution. Influences the client to see the contract as a differentiating factor. Successfully identifies new opportunities within the framework of existing contracts. Fully understands the value exchange of contracting between Dimension Data and the client for all complex managed services solutions



The Client Partner is responsible for developing and strengthening relationship with decision makers and influencers with the clients including its executives. This role is responsible for providing outstanding services as per the agreed service level agreement to ensure client satisfaction.



The client partner is able to serve as a trusted advisor to assist the client in the decision-making process by increasing knowledge of the client’s business and industry. The Client Partner is a subject matter expert; this will assist with the negotiation for costings. This role uses his/her understanding of the client’s business and depth of knowledge on the specific solution (MS) to personalise the recommended solution in line with the client’s need.



Client Partners promotes solutions and services to drive the expansion of services provided to existing clients. The client partner is able to generate demand for the solutions available by assisting clients to identify and qualify current needs and effectively articulate how Dimension Data can add value through its services and solutions offerings, The Client Partner is part of the overall development of the marketing strategy implemented to provide solutions to clients. Client Partners lead the negotiation of deals with clients. They work closely with the internal account management team to enable conclusion of the deal.



Client Partners analyse the client’s situation and business requirements through awareness and good questioning, and then use their depth of knowledge on the specific solution or service to personalise the recommended solution in line with the clients need. They create deals that are financially flexible, creative and beneficial to the client by evaluating and presenting the different financial options available to the client. They use their understanding of the client’s managerial and financial management preferences to create differentiation in the deal. The Client Partner has a detailed understanding of the income statements effect on all possible deal options to ensure that the commercial option presented is the best for the client. In addition to this, Client Partners need to consider the availability of critical skills, industry compliance and risk to the client in combination with the service delivery and solution that is crafted.



They work closely with vendors to predict their strategies for solutions and services, and can articulate the roadmap and associated impacts for clients.



The Client Partner is responsible for assigned accounts in segments 1 and 2. One of this position’s main responsibilities is to lead the strategy and planning for the account by identifying opportunities for growth in the account. The Client Partner is required to ensure higher value or value added services and solutions to the client. Client expectations are managed by this position through constant communication flow related to the services delivery timeline as well as project teams. The Client Partner is required to develop customised programs to meet the clients’ needs and close the sale. They are able to generate demand by assisting clients to identify current needs (turning clients’ implied needs into explicit needs), and then effectively articulate how Dimension Data can add value through our services and solutions. They leverage their specialist skills and knowledge of technology solutions and services to assist and influence the client at every stage of the buying criteria, and to position Dimension Data favourably compared to competitors. They have the ability to influence and work closely with vendors, partners and internal employees to achieve the required results.



The Client Partner leads the team in performing detailed contractual and financial analysis on existing clients and complex sales opportunities. They evaluate whether opportunities are and continues to be commercially viable. They evaluate the financial strategy of deals, such as the value-add to the client. They understand the competitive environment by conducting competitor analysis and ensure the best offering and differentiating Dimension Data from the competitor. In terms of service level based solutions, the Client Partner ensures the incorporation of asset ownership and utility based models into the deal. The Client Partner critically evaluates the financing, leasing and accounting impact of deals. They ensure that deals take advantage of and consider revenue recognition in line with Dimension Data policies. They ensure that accounting policies are understood by all relevant stakeholders, maximising and protecting margins and group metrics.











NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.",Associate,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/presales-consultant-sap-managed-cloud-service-at-ntt-ltd-1880223361?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=15&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,presales consultant sap managed cloud service,"diegem, flemish region, belgium"
340,340,340,Java Big Data Software Engineer,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,4,"Endeavour Recruitment has a great new opportunity for an experienced Java Developer with Big Data. Candidates should have at least 4 years’ experience working in Java EE and Big Data. A background in Security / Fraud would be beneficial for this role. This is a 12-month contract based in Belgium with a rate of EUR€65 per hour.



The ideal candidate will have worked in a similar role. Strong back-end development is required for this role as well as experience in developing solutions using Big Data tools and technologies.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/java-big-data-software-engineer-at-endeavour-recruitment-solutions-1793393412?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=16&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,java big data software engineer,"brussels, brussels region, belgium"
341,341,341,Mathematical engineer for model driven engineering,Flanders Make,"Louvain, Flemish Region, Belgium",Be among the first 25 applicants,7,"You create innovative concepts and prototype software tools supporting high-tech machine and vehicle design by computational modelling .

Manufacturing companies are looking forward to take the next step towards an innovative design process. Since time to market is becoming increasingly important, companies want to find a way to make early design decisions and save time; eg. by sharing design parameters between engineering departments or find synergies in designs in product families.








More concretely, for real-life industry designs of eg.





You have

You are



Discover what we mean by “industry driven research projects” in this project movie:",Entry level,Full-time,General Business,Management,https://be.linkedin.com/jobs/view/mathematical-engineer-for-model-driven-engineering-at-flanders-make-1904670187?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=17&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,mathematical engineer for model driven engineering,"louvain, flemish region, belgium"
342,342,342,STAGE DATA SCIENTIST,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,2,"LA STARTUP

Z CONNECTORS est une startup qui crée des opportunités en connectant les entreprises au bon moment.

Nous nous chargeons de tout de A à Z !

De la prospection directe de nouveaux clients business (B2B) pour nos partenaires et du premier contact jusqu’à la signature du contrat.

D’une part, nous permettons à nos partenaires d'acquérir de nouveaux clients de la manière la plus efficiente possible et d'autre part, nous offrons à leurs prospects la meilleure expérience qu’il soit pour devenir clients.



Tu es en dernière année d’école d’ingénieur ou dans le domaine des mathématiques, sciences informatiques et/ou des statistiques.



Tu as l’opportunité de prendre part au lancement d’un nouveau projet et tu travailles en collaboration directe avec les CEO. Tu prends part au développement d’une technologie qui n’existe pas encore. Tu as une compréhension du Machine Learning et tu as une affinité étroite avec ; l’environnement sonore et les fréquences du son.

En tant que stagiaire data scientist ; tu extraits des connaissances à partir d’un grand volume de données, provenant parfois de sources diverses en lien avec les fréquences du son. Tu apportes tout ton savoir-faire dans la gestion, l'analyse, l'exploitation, l'organisation et la synthétisation de ces données qui seront parfois brutes et non-structurées. Tu apportes des outils et recommandations importantes pour une prise de décision ou plan d’action.












La possibilité de travailler au cœur d'une startup prometteuse en plein développement, qui n'en est qu'à ses débuts et le tout uniquement sur fonds propres. Avec une équipe de haute qualité, axée sur l’humain, qui te donnera la chance de démontrer tous tes talents. Dans un environnement ouvert, flexible et stimulant, avec de grands horizons actuels et futurs. Le tout dans un open-space lumineux, avec vue aérienne sur Bruxelles.

Sans oublier les petits plaisirs réguliers tels que des petits-déjeuners offerts (viennoiseries, panier de fruits, boissons), mais aussi des team building chaque dernier vendredi du mois !

Z Connectors t’offre avant tout une aventure qui changera ton quotidien et plus que probablement ta perception du monde professionnel !",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/stage-data-scientist-at-z-connectors-1899902967?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=18&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,stage data scientist,"brussels, brussels region, belgium"
343,343,343,Signal Processing Research Engineer,Flanders Make,"Louvain, Flemish Region, Belgium",Be among the first 25 applicants,3,"Leuven, Lommel or Kortrijk, Belgium

You develop advanced signal processing strategies for the design of intelligent and interconnected machines, vehicles, robots and drones.

Flanders Make is working on breakthrough technologies for manufacturing companies to make their systems more autonomous and efficient. Additional sensors can provide data to predict current and future needs for operation and maintenance. In one of the research projects, for example, Flanders Make researchers participate in an international consortium on model-based detection and prediction of corrosion on off-shore wind turbines using image processing via drones.

Function



Profile






Offer

Flanders Make

is the strategic research centre for the manufacturing industry. From our sites in and , we stimulate open innovation through excellent research.

Our purpose: realising a top-level research network in Flanders that delivers full support to the innovation projects of manufacturing companies. In this way, we want to contribute to new products and production processes that help to realise the vehicles, machines and factories of the future.

Because of our unique position between industry and research, our teams combine application and system proficiency with technological and scientific knowledge.

We focus on 4 key competences, all based on :

Depending on your place of residence or preference, you can work on one of our sites (flexible workplace policy).

To apply, go to .

Please fill in the online application form and upload a motivation letter and cv.

Onderzoeksingenieur Signaalverwerking

Flanders Make

Leuven, Lommel or Kortrijk, Belgium



Flanders Make werkt aan doorbraak-technologieën waarmee maakbedrijven hun systemen autonomer en performanter kunnen maken. Extra sensoren leveren data die de huidige en toekomstige noden voor hun werking en onderhoud kunnen voorspellen. Flanders Make werkt o.a. in een internationaal consortium aan de modelmatige detectie en voorspelling van corrosie in off-shore windturbines met beeldverwerking via drones.

Functie



Profiel






Ons aanbod

Hoe solliciteren?

Om te solliciteren, ga je naar .

Vul het online sollicitatieformulier in en upload een motivatiebrief en cv.

Flanders Make

Flanders Make is het strategisch onderzoekscentrum voor de maakindustrie. Vanuit onze vestigingen in stimuleren we open innovatie door middel van excellent onderzoek.

Ons doel: een onderzoeksnetwerk op topniveau realiseren in Vlaanderen, waar maakbedrijven volop steun vinden voor hun innovatieprojecten. Zo dragen we bij tot nieuwe producten en productieprocessen om de voertuigen, machines en fabrieken van de toekomst te realiseren.

Don't forget to mention EuroScienceJobs when applying.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/signal-processing-research-engineer-at-flanders-make-1912069673?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=19&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,signal processing research engineer,"louvain, flemish region, belgium"
344,344,344,Data Warehouse engineer (SAP Business Objects),Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,3,"Data Warehouse engineer (SAP Business Objects)

La Mutualité chrétienne (MC) participe au bien-être et à la santé de plus de 4,5 millions de membres. Comment ? Grâce au dynamisme de ses collaborateurs ! Ils unissent leurs forces au quotidien pour obtenir des résultats. La solidarité les inspire et les motive : ensemble, ils font tout pour aller de l’avant. La MC apprécie l’enthousiasme de ses collaborateurs. Leurs efforts sont reconnus et appréciés. Ils peuvent saisir de nombreuses opportunités de se développer et d’évoluer dans leur fonction. Une attention importante est accordée à l’équilibre entre vie privée et vie professionnelle. Vous hésitez à nous croire sur parole ? Posez la question à tous ceux qui travaillent chez nous. Ils se feront un plaisir de vous le confirmer : chez nous, ça vit!



Cette fonction constitue un réel défi pour un Software Engineer expérimenté.",Entry level,Full-time,Business Development,Sales,https://be.linkedin.com/jobs/view/data-warehouse-engineer-sap-business-objects-at-mutualit%C3%A9-chr%C3%A9tienne-1903236893?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=20&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,data warehouse engineer (sap business objects),"brussels, brussels region, belgium"
345,345,345,Data Warehouse engineer in SAP Business Objects,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,7,"Data Warehouse engineer in SAP Business Objects

CM helpt niet minder dan 4,5 miljoen mensen om gezond en gelukkig te leven. Hoe dat kan? Dankzij de dynamiek van onze medewerkers! Zij slaan elke dag de handen in elkaar om resultaten te boeken. Ze worden gedreven door solidariteit en willen samen vooruitgaan. Hun inspanningen worden erkend, want ze krijgen tal van kansen om zich te ontwikkelen en te groeien in hun job. Dat alles op een werkplek waar ook waarde wordt gehecht aan de balans tussen werk en privé. Maar je moet ons niet zomaar geloven. Vraag het gewoon aan iedereen die hier werkt. Ze zullen het graag bevestigen: Bij ons leeft het.

Dit zoeken we

Deze vacature is echt een uitdaging voor een Software Engineer in hart en nieren. Je waarborgt de kwaliteit van de ontwikkeling van nieuwe toepassingen en staat in voor het onderhoud van bestaande toepassingen in SAP Business Objects.- Je werkt actief mee aan de ontwikkeling en testen van de toepassingen in het domein BI.






Dit bieden we je

We bieden jou een voltijds contract onbepaalde duur.Bij CM heeft je werk een belangrijke maatschappelijke impact. Je maakt immers dagelijks het verschil voor onze leden. Zo kan je rekenen op een competitief en veelzijdig loonpakket. Bovendien krijg je de kans om werk en privé mooi in evenwicht te houden. Maar er is meer. Want wie dat wil, kan hier heel wat kansen grijpen. We bieden je tal van opleidingen en ontwikkelingsmogelijkheden. Je krijgt de ruimte om initiatieven te nemen. En je werkt mee aan uitdagende projecten. Wees er maar zeker van dat je nooit ter plaatse zult blijven trappelen. Zodat je als CM-collega al snel maar één conclusie zal kunnen trekken: Bij ons leeft het.

Dit is je kans

Bezorg ons je cv en motivatiebrief via onderstaande link. We kijken ernaar uit je reactie te mogen ontvangen!",Entry level,Full-time,Business Development,Sales,https://be.linkedin.com/jobs/view/data-warehouse-engineer-in-sap-business-objects-at-cm-ziekenfonds-1902064825?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=21&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,data warehouse engineer in sap business objects,"brussels, brussels region, belgium"
346,346,346,DevOps and IoT Infrastructure Engineer,Not informed.,"Louvain, Flemish Region, Belgium",Be among the first 25 applicants,1,"VersaSense builds the wireless fabric for the Industrial Internet of Things. Our award-winning plug-and-play IoT products make it easy for companies to connect their assets in a secure, reliable and flexible way to any value-generating data analytics service. Our rapidly growing worldwide customer base includes multinationals and innovative companies, active in a variety of industry 4.0 and industrial IoT scenarios, including smart factories, smart production lines, energy auditing solutions, or even in agricultural domains.

In order to further develop our IoT fabric products we are looking for to strengthen our team in .






in addition to joining a creative and international fast-growing start-up, you’ll enjoy:



Please send motivation and CV to: click apply",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/devops-and-iot-infrastructure-engineer-at-versa-sense-1311078644?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=22&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,devops and iot infrastructure engineer,"louvain, flemish region, belgium"
347,347,347,Reasercher Data Scientist strong in Data Engineering,Not informed.,"Brussels, Brussels Region, Belgium",Be among the first 25 applicants,2,"Your Role

Inside the data management department and in collaboration with the business, you'll develop an innovative machine learning / statistical learning system.








Excellent analytical and synthesis sense and autonomous way of working





As summary, a candidate between data scientists (from his analytics background and machine learning expertise) and data engineers (his ability to program in a way the product can be easily operationalized and to deal with big datasets).

Tags : Actuaris, actuary, actuarial sciences, sciences actuarielles, actuariële wetenschappen, mathématiques, maths, mathematics, wiskunde, statistiques, stat, stats, statistics, sciences, science, wettenschappen, python, C++, latex, programme, programmation, IT, Prophet, Stata, SAS, Life, Non-Life, Machine learning, ALM, IFRS, finance, risk, risk management, Solvency II, Modelling, Modeling, Modélisation, Product, Produits, produit, product manager, Master, Doctorat, PhD, leven, non-leven, vie, non-vie, data, data mining, machine, machine learning, assurance, assurances, insurance, verzekering, verzekeringen, risque, gestion du risque, analyse, analytique, finance, financ en.",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/reasercher-data-scientist-strong-in-data-engineering-at-winbee-hrc-1864812991?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=23&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,reasercher data scientist strong in data engineering,"brussels, brussels region, belgium"
348,348,348,Data Developer - Dienst IT,Not informed.,"Louvain, Flemish Region, Belgium",Be among the first 25 applicants,1,"Solliciteren tot: 24-06-2020

Situering
Voor het elektronische patiëntendossier van UZ Leuven en nexuzhealth nv zijn er verschillende toepassingen die een grote stroom aan data genereren. Deze toepassingen worden zowel gebruikt door de interne zorgverleners (KWS, MOAPR, mobile companion apps, ...) en doorverwijzers (mynexuzhealthpro) als de patiënten (mynexuzhealth). Bijna de helft van de Vlaamse ziekenhuizen gebruiken deze toepassingen in hun dagelijkse werking.
Het onderhoud van de bestaande toepassingen en de nieuwe ontwikkelingen worden volledig in huis uitgevoerd door een groot team van developers die een ruime technologiestack gebruiken van Java en Go, SQL en Cloud Spanner, Swing en Angular via fat, mobile en kubernetes omgevingen.
Binnen dit development team is het data team gespecialiseerd in het inzichtelijk maken van de data over de verschillende functionele domeinen heen. Hiervoor ontwikkelen ze zowel algemene oplossingen voor data extractie en rapportering als antwoorden op specifieke onderzoeksvragen.
Door de steeds groter wordende vraag naar het verder ontsluiten van de data, willen we dit team op korte termijn sterk uitbreiden.
Het betreft een tewerkstelling tussen 80 en 100%.











20000046



IT",Entry level,Full-time,Information Technology,Higher Education,https://be.linkedin.com/jobs/view/data-developer-dienst-it-at-uz-leuven-1914028918?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=24&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,data developer - dienst it,"louvain, flemish region, belgium"
349,349,349,Full-stack Software Engineer,Not informed.,"Louvain, Flemish Region, Belgium",Be among the first 25 applicants,1,"VersaSense builds the wireless fabric for the Industrial Internet of Things. Our award-winning plug-and-play IoT products make it easy for companies to connect their assets in a secure, reliable and flexible way to any value-generating data analytics service. Our rapidly growing worldwide customer base includes multinationals and innovative companies, active in a variety of industry 4.0 and industrial IoT scenarios, including smart factories, smart production lines, energy auditing solutions, or even in agricultural domains.

In order to further develop our IoT fabric products we are looking for to strengthen our team in .






in addition to joining a creative and international fast-growing start-up, you’ll enjoy:



Please send motivation and CV to: click apply",Entry level,Full-time,Engineering,Information Technology,https://be.linkedin.com/jobs/view/full-stack-software-engineer-at-versa-sense-1311078634?refId=c825bf38-0c5d-4b27-8139-7c91fb5dcf23&position=25&pageNum=13&trk=public_jobs_job-result-card_result-card_full-click,full-stack software engineer,"louvain, flemish region, belgium"
350,350,350,Software Support Engineer,Not informed.,"Steenokkerzeel, Flemish Region, Belgium",Be among the first 25 applicants,30,"Software Support Engineer

skeyes



As our Software Support Engineer you help to make sure that all those data are provided correctly and the used tools are tested thoroughly.



As our Software Support Engineer you collaborate on projects to renew and improve the ATM Software that we developed in-house.







Apply Now
Don't forget to mention BrusselsJobs when applying.
Share this Job",Entry level,Full-time,Information Technology,Information Technology and Services,https://be.linkedin.com/jobs/view/software-support-engineer-at-skeyes-1863432476?refId=03e20fb5-d456-4c25-854a-08fdb2e4e0cb&position=1&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,software support engineer,"steenokkerzeel, flemish region, belgium"
351,351,351,System Engineer,Not informed.,"Heist-op-den-Berg, Flemish Region, Belgium",Be among the first 25 applicants,4,"Bedrijfsdetails

Baltimore Aircoil International nv. is gespecialiseerd in het ontwerpen en produceren van toestellen voor verdampingskoeling en warmteafvoer. Het Europese hoofdkwartier, gevestigd in Heist-op-den-Berg, telt 330 medewerkers. Onze producten worden verdeeld over gans Europa, het Midden-Oosten en Noord-Afrika.

Door onze continue groei zijn wij op zoek naar een gemotiveerde collega om ons Europese hoofdkwartier in Heist-op-den-Berg te versterken (m/v)





Als system engineer draag je mee zorg voor de optimale werking van de BAC IT infrastructuur zoals ondermeer data, voice en video. Je maakt mee deel uit van ons globaal IT infrastructuur team, waarbij je focus vooral zal liggen op de server systemen. Hiernaast sta je sporadisch ook mee in voor de end user support.



Profiel



Aanbod",Entry level,Full-time,Information Technology,Electrical/Electronic Manufacturing,https://be.linkedin.com/jobs/view/system-engineer-at-baltimore-aircoil-company-1793391558?refId=03e20fb5-d456-4c25-854a-08fdb2e4e0cb&position=2&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,system engineer,"heist-op-den-berg, flemish region, belgium"
